gene_id	gene_name	skin_mock_1	skin_mock_2	skin_mock_3	skin_west_Africa_1	skin_west_Africa_2	skin_west_Africa_3	skin_2022_1	skin_2022_2	skin_2022_3	skin_Congo_1	skin_Congo_2	skin_Congo_3
ENSG00000000003	TSPAN6	14.2969872985976	14.959696223537	15.7307894438141	1.5845584099668	2.10558870250901	0.775633203552186	4.20274415866316	3.18491649693917	5.43625519396044	5.91258766108472	3.83648631428311	6.26139031785853
ENSG00000000005	TNMD	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000419	DPM1	105.486669950502	133.764122013184	117.633868418299	240.577713905071	249.823651125858	192.38273897816	216.907560660668	210.457804443143	226.674276223398	285.156216178181	248.707297553767	240.536989443632
ENSG00000000457	SCYL3	11.2803823773107	11.5962059310316	11.5616462282358	14.2017687763313	15.8584510152647	9.71192387257615	9.97081665164985	6.82144980355618	8.52993695986819	14.7200497109324	15.3805031754073	18.1100913043626
ENSG00000000460	C1orf112	4.28533920153806	3.7887873852576	4.21367034913701	6.01972943685881	5.94220409713096	7.36656660660116	6.81224701416276	4.83979270690655	7.08079068479672	5.24110785635852	7.53030931838685	5.28599785628258
ENSG00000000938	FGR	0.0879604576663809	0.153748789670724	0.286080289136469	0	0	0	0.375786467646286	1.0679170040003	0	0.881118918151006	0.428797110230342	0.466549485541203
ENSG00000000971	CFH	0.073046597379423	0.0319200986289987	0.0890905651804362	0.1764900416847	0	0	0	0	0	0	0	0.581167720110626
ENSG00000001036	FUCA2	25.6159429773675	22.5717061717337	26.8280357326395	3.05636723498629	6.76892300112039	3.11682513404741	31.9754068689445	36.6886128570157	29.9591214657948	12.143642127444	7.70831941955537	11.1826389801584
ENSG00000001084	GCLC	49.3617594562093	50.6523407282934	48.1067342739396	41.2004308670115	41.9554063581861	43.0700531786368	83.4688983297903	84.5159612073588	95.2410715020798	50.3111949829038	48.4631290459639	45.7725214696087
ENSG00000001167	NFYA	36.9218348681454	36.4298700026045	38.3988284180674	66.7645016912551	66.9500961992212	48.0058134317138	39.3511835115217	55.2826623648717	45.6012086172992	89.1402877605048	85.618777494038	99.3673278467814
ENSG00000001460	STPG1	9.22750777893466	7.75904801393859	9.35011291140253	5.57371353004608	6.25219571023472	7.02745007546894	11.4980680514205	9.76019176044734	11.1752697536755	6.82750693609924	3.40780596122434	7.97185119073141
ENSG00000001461	NIPAL3	13.8356482589086	16.3254182595343	15.497263989768	6.11967385918213	6.97022467037466	6.36554146363518	12.9850302281455	15.5035877753303	13.996794982151	8.24590769591892	7.09970455861588	7.38892037509742
ENSG00000001497	LAS1L	35.2890934996896	33.9116352173731	33.0644114745342	13.8889989325786	13.1828162244042	16.6817344068325	19.1011676544459	17.4478034180146	16.8077455272207	19.1944874794635	19.4604378260738	20.6091494520175
ENSG00000001561	ENPP4	0	0	0	0	0	0	0	0	1.01139631515543	0	0	0
ENSG00000001617	SEMA3F	98.0101131052722	95.8393685722653	94.6272502838171	10.7232511443821	11.5916453891959	17.8611001195942	24.2278708432109	27.9396238736876	28.7109971785462	29.3301592636486	30.3500568807917	27.1370161393139
ENSG00000001626	CFTR	0	0.0834814952370312	0	0.15385972273594	0.146036763269382	0.188283860179424	0	0.128855660477684	0	0	0	0
ENSG00000001629	ANKIB1	40.7835346203086	39.5138551012555	38.8894966496525	37.9367601782064	46.5332538591029	45.7103981981352	101.308146160301	95.9664607810976	87.0860271753566	37.9096972569427	40.2340403970495	36.5158792227852
ENSG00000001630	CYP51A1	146.507277269635	141.524301389364	143.661755125644	72.5069502224129	79.6460257071473	78.2613682595773	209.237351462122	208.098057768272	202.96995872945	130.462277130446	115.472911116612	118.038474090817
ENSG00000001631	KRIT1	16.926376618823	17.3912829437904	16.647830055852	17.1463318543874	20.4531266228245	18.4306651946588	36.873592850476	37.8401345888759	41.6394014856544	21.1343558949411	20.1025946332552	16.0228614903807
ENSG00000002016	RAD52	7.6633229109512	5.7736887260314	6.17728219264084	8.61932212238304	4.54504156970633	6.25053912735992	9.03155999879006	14.9718659576301	12.5167874419236	16.213331654247	16.4245576652787	11.5633404137934
ENSG00000002330	BAD	52.7734936485909	49.7754505210506	43.6178644117004	10.9412459389839	7.98841615471803	13.3892092350894	57.2951154482669	81.0587354343944	76.3112731442597	24.4257719769402	16.9811689320728	14.7809869798628
ENSG00000002549	LAP3	40.3192611349036	37.1609402914816	37.1927806495542	6.83624967275929	10.4539558514001	5.11241668750857	19.1391969654016	17.1758297319742	17.9935019999832	16.1397240988976	15.3256732026316	11.6724887933447
ENSG00000002586	CD99	25.5964569682953	28.7925466021528	28.0816835813493	18.3461725299211	14.6047585260897	15.932891858559	70.6351698366673	69.1411411280771	65.2619190843501	19.322404633055	15.8213599877209	17.8639089760229
ENSG00000002587	HS3ST1	1.44039833783419	1.29382656668839	1.26877666363557	0.773375327247819	0.367026625212062	0.473204063391085	1.53842481536216	0.809615625987226	0.789664506990891	1.40279820230712	0.390098675668868	0.424443943537418
ENSG00000002726	AOC1	0.0777934800804655	0	0.31626684684216	0	0	0	0	0	0.614137616054109	0	0	0
ENSG00000002745	WNT16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002746	HECW1	0	0.0186572804688335	0	0	0	0.378716061497601	0.0912027150039282	0	0.0842648813703233	0	0.208136609515467	0
ENSG00000002822	MAD1L1	10.4509676387601	8.95398501106021	9.6016340029629	5.16947387656556	5.47278325000682	5.10952395833797	11.6016665306034	11.6560014535284	14.1297520891984	8.24327574325505	5.21507434256908	7.20189790917172
ENSG00000002834	LASP1	63.9959729259703	62.4106641622665	65.1889708450184	39.4954269320557	35.7481905759496	43.8476072221384	101.694385493918	107.414815830774	108.758979424958	44.1019922013894	40.4599617447113	50.2791150010733
ENSG00000002919	SNX11	26.3163736652902	28.1186326400293	26.1601622133402	21.526792854737	16.6485149988732	20.0012701974239	30.662550061408	31.716680922098	37.7733805157717	34.2949760175397	28.9555772405794	33.6927392478444
ENSG00000002933	TMEM176A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003056	M6PR	75.5945177101911	76.727636576435	81.5040748768703	116.685024923534	138.535402632693	128.561690287857	147.12066413824	146.751357451435	166.390351442926	105.981278410406	108.814951578504	110.913062969397
ENSG00000003096	KLHL13	1.02242222939493	0.968025101913654	1.90511938215217	0.205858712519244	0.781567509222878	0.755750868819859	0.364001097975008	1.20682930701719	0	0	1.03837306802164	0.225958808549384
ENSG00000003137	CYP26B1	1.06773296528387	1.14053090196017	1.10932409624972	4.87291996448096	7.34583847240232	4.20929875730335	1.26710850805557	2.16053557778406	4.91701965300191	3.26813419671523	3.75922108641819	3.14630181475643
ENSG00000003147	ICA1	9.86936870532202	8.19953661956009	8.71821332496818	2.64951925162747	3.07365068021385	5.76411584896615	8.84925954161604	10.8481530159927	11.7831916798848	6.71296047369521	7.42469704484444	2.26194808943323
ENSG00000003249	DBNDD1	11.6111843213901	11.9928227795107	11.2080059175964	7.201058933109	7.68928823608801	6.24197741518641	15.9162158244175	16.8359831353541	16.1760079409518	5.28689742018096	5.44843516643338	2.3053835359429
ENSG00000003393	ALS2	19.6364516701749	21.1717592290875	18.7470430668798	42.6929038850147	42.3522283262284	36.0658293361238	49.4337413712755	40.0222990263961	35.098688449069	55.8132867811841	46.5428493942969	54.1174160678219
ENSG00000003400	CASP10	8.80935907623487	7.49376619241505	7.76769357849852	1.89196023890745	1.61618759055443	1.85220964006987	3.17811092893065	2.37674079200383	4.17270864585118	2.15710621170398	4.38989365838081	3.73804507525747
ENSG00000003402	CFLAR	14.7821385810553	15.3941736570346	15.5916811953208	13.1735106651323	12.3823115691121	12.9123829989456	18.7704997886238	19.8694924016974	19.588801579732	15.1787716867244	15.0315714953588	13.9684239361168
ENSG00000003436	TFPI	0.101581788570155	0.110973708098512	0.0206488718170466	1.34989118018958	2.09660121444981	1.35156436323265	1.41043433810284	0.924968919462784	0.801933496257781	1.1447625760065	0.866599179408666	1.07759628485597
ENSG00000003509	NDUFAF7	12.2219501983443	15.1678171213285	14.7076297866898	16.5366963461844	17.9381624220324	16.381985097868	36.2023069548871	35.6124434596123	25.08628526646	17.1401883880911	14.2993442248054	16.8548189657392
ENSG00000003756	RBM5	26.0515995867263	26.1570676714481	27.3012217765231	502.164353315649	468.859326500412	502.416201654099	144.184518147745	138.67440706389	144.100391612351	600.333449265816	597.747311828232	655.706674700387
ENSG00000003987	MTMR7	0	0.150109239799766	0.0349135225844232	0	0	0	0	0	0	0	0	0.455505300259916
ENSG00000003989	SLC7A2	0.263425158101695	0.230224468479742	0.214189271505906	0.363696746242096	0.863011688314889	0.445069223442469	0	0.152295817310943	0	0.188484767943498	0.366904953016829	0.798416374497331
ENSG00000004059	ARF5	197.234818669325	199.016392907656	207.023529607753	126.028395793699	131.582564571917	123.380504944665	157.383902678916	201.199464620338	156.349678148272	169.815997174475	155.746629069922	155.625569763322
ENSG00000004139	SARM1	0.160728825480973	0.163883333933576	0.174250074355612	1.16502498925682	1.47438610992436	1.42568437198624	2.17445176389149	2.92708309480064	1.37460644616307	2.01256923538048	1.56706906092645	2.5575566395143
