"","GSM5584042","GSM5584043","GSM5584044","GSM5584045","GSM5584046","GSM5584047","GSM5584048","GSM5584049","GSM5584050","GSM5584051","GSM5584052"
"ENSG00000000003",2994.21559250602,3.55825862994737,146.871932836746,194.02843961943,0,3.71161535690294,574.188055376788,442.507881819962,1522.58826783354,944.770512908332,1787.05883004826
"ENSG00000000419",501.308249813618,804.166450368106,1142.33725539691,643.168346145888,662.920663007524,642.728059303693,581.97365612766,640.628032661608,12.7045234158126,177.561674352532,817.647061806149
"ENSG00000000457",2.09752405779757,238.403328206474,541.794241131108,222.174540428421,2.02109958234001,0,491.952647445706,557.583658057325,13.6817944477981,15.5755854695203,175.294118286498
"ENSG00000000460",1.04876202889878,0,3.26382072970547,0,0,94.0275890415412,197.559619053369,0,0.977271031985582,57.4071578733749,0
"ENSG00000000938",55.5843875316355,676.06913969,32.6382072970547,27.5472476002894,18.8635961018401,11.7534486301926,11.1918010793781,894.506549308985,10.7499813518414,11.1254181925145,561.1764726353
"ENSG00000000971",1730.45734768299,1578.68074548665,1522.5723704076,942.594950496859,4.71589902546003,2980.42713159306,875.393484426137,1672.75097417198,4258.94715739317,5071.41062887581,2695.29412747898
"ENSG00000001036",114.315061149967,1207.43576176214,768.629781845638,592.265823406222,192.678160183081,942.131698093863,617.495459553512,1528.0164927188,4521.83306499729,322.637127582921,1025.8823566834
"ENSG00000001084",35.6579089825586,1.18608620998246,675.610891049032,346.736007838425,157.645767422521,353.840664024747,28.2228027219099,24.9133123812847,14.6590654797837,254.994584972433,232.941177320313
"ENSG00000001167",1.04876202889878,880.075967806983,120.761366999102,1.19770641740389,0,0,5.35260051622429,0,0,0,0
"ENSG00000001460",507.600821987011,213.495517796842,262.73756874129,227.564219306739,607.003574562784,11.7534486301926,945.463891183982,0,345.953945322896,338.657729780142,677.647061295456
"ENSG00000001461",920.813061373131,2856.09559363775,1948.50097563417,801.864446451903,94.9916803699806,441.063624911966,1877.30298105394,2123.56329345237,2.93181309595675,1431.61881301277,1354.11765199839
"ENSG00000001497",1121.1266088928,1665.26503881537,1543.78720515069,4992.63920094811,5.38959888624003,1398.66038699293,1728.88996674045,2023.91004392723,1954.54206397116,704.906496677719,2876.47059872811
"ENSG00000001561",1.04876202889878,14.2330345197895,132.184739553072,0.598853208701944,0,114.441473504507,200.965819381876,0,56.6817198551638,102.798864098834,1.17647059252683
"ENSG00000001617",27.2678127513684,2.37217241996491,437.351977780533,138.335091210149,416.346513962043,35.2603458905779,490.492847304917,117.448472654628,0,564.281210724336,15.2941177028488
"ENSG00000001626",0,423.432776963737,579.328179522721,0,0,95.2647941605088,29.6826028626984,0,335.203963971055,47.1717731362615,0
"ENSG00000001629",2.09752405779757,110.306017528368,381.86702537554,1891.17843308074,736.353947832544,0.618602559483824,334.780832287483,692.827353841442,0,48.0618065916627,663.529414185134
"ENSG00000001630",164.655638537109,155.377293507702,138.712381012482,125.160320618706,250.616348210162,418.175330211065,99.2664095736142,126.939258323689,2.93181309595675,171.331440164723,194.117647766928
"ENSG00000001631",100.681154774283,552.716173851825,629.917400833156,961.15939996662,786.207737530265,0.618602559483824,286.607427641464,508.943381503388,621.54437634283,216.278129662482,43.5294119234928
"ENSG00000002016",123.753919410056,1.18608620998246,24.478655472791,23.3552751393758,424.430912291403,267.236305697012,23.3568022526151,157.784311748137,127.045234158126,67.1975258827876,230.588236135259
"ENSG00000002330",1450.43788596702,651.161329280369,497.732661280084,719.222703651035,1358.17891933249,1375.15348973254,578.567455799153,606.223934611262,684.089722389907,1475.23045232742,804.705885288354
"ENSG00000002549",304.140988380647,2127.83866070853,5444.05297714873,1547.43669128582,4015.9248701096,3942.97271414989,1169.78651281847,1991.87864229415,2833.1087217262,2289.61106401949,2310.5882437227
"ENSG00000002586",5955.91956211619,8030.98972779121,7302.79888271599,4617.15823909199,6231.05001235426,6351.8110807799,5826.54896193361,7134.6981267165,9797.14209565546,6576.90221868688,7785.88238134258
"ENSG00000002587",0,9.48868967985965,280.68858275467,2.39541283480778,10.1054979117001,0,74.4498071802106,0,0,172.666490347825,0
"ENSG00000002726",0,747.234312288948,261.105658376438,0,0,0,45.2538043644418,1.18634820863261,2.93181309595675,0,1.17647059252683
"ENSG00000002745",174.094496797198,163.679896977579,13.0552829188219,324.578439116454,865.030621241525,734.281238107299,433.074041767238,179.138579503524,5.86362619191349,154.865821239802,116.470588660157
"ENSG00000002746",0,45.0712759793333,0,0.598853208701944,0,0,44.2806042705828,84.2307228129151,46.9090095353079,0,0
"ENSG00000002822",54.5356255027367,5.93043104991228,1924.02232016137,8.98279813052916,2659.76705035946,1758.68707661251,1426.71133759724,2296.77013191273,2895.65406777328,0.44501672770058,1311.76471066742
"ENSG00000002834",141.582873901336,600.159622251123,672.347070319327,4.19197246091361,281.606541806042,471.993752886157,736.225871004305,1172.11203012902,397.749310018132,565.616260907438,2.35294118505367
"ENSG00000002919",839.009623119026,1.18608620998246,4.89573109455821,1.79655962610583,46.4852903938203,43.3021791638676,603.870658239486,400.985694517821,2230.1324949911,342.217863601746,32.9411765907513
"ENSG00000002933",2126.88939460673,14.2330345197895,784.948885494166,0.598853208701944,79.4965835720405,3.09301279741912,318.236430691881,226.592507848828,1.95454206397116,2.2250836385029,15.2941177028488
"ENSG00000003056",1132.66299121069,1849.10840136265,1891.38411286432,570.10825468425,470.916202685223,2716.90244125295,1754.67976922771,972.805531078737,3165.3808726013,1165.05379312012,2184.70589032233
"ENSG00000003096",0,0,0,0,0,0,0,652.491514747934,0,0.44501672770058,636.470590557017
"ENSG00000003137",37.7554330403562,0,22.8467451079383,12.5759173827408,62.6540870525404,14.2278588681279,35.5218034258521,18.9815713381217,0,2.67010036620348,57.6470590338148
"ENSG00000003147",11.5363823178866,258.566793776176,66.9083249589622,450.337612943862,571.297481941443,927.903839225735,175.176016894613,492.334506582532,24.4317757996395,830.846230616983,311.764707019611
"ENSG00000003249",0,0,0,0,0,0,0,2.37269641726521,1402.38393089931,0,0
"ENSG00000003393",11.5363823178866,55.7460518691755,137.08047064763,270.082797124577,799.681734745865,9.89764095174118,94.8870091512489,0,0,322.637127582921,355.294118943104
"ENSG00000003400",238.068980560024,1.18608620998246,0,39.5243117743283,267.458844729662,4.33021791638676,0.973200093858963,106.771338776935,9.77271031985582,158.870971789107,24.7058824430635
"ENSG00000003402",889.350200506168,2030.57959148997,1320.21548516586,3051.1570983364,304.512337072562,1892.30522946102,3786.72156520522,1563.60693897778,2047.38281200979,2842.76685655131,1216.47059267275
"ENSG00000003436",677.500270668614,708.093467359526,724.568201994614,172.46972410616,101.728678977781,0.618602559483824,493.899047633424,155.411615330871,66.4544301750196,509.544153217164,300.000001094343
"ENSG00000003509",1.04876202889878,387.850190664263,226.83554071453,1.19770641740389,1.34739972156001,3.71161535690294,345.486033319932,5.93174104316303,0,0,564.70588441288
"ENSG00000003756",2248.54578995899,1327.23046897037,1516.04472894819,2109.75985425695,2039.28947858107,3.09301279741912,1741.54156796061,894.506549308985,1700.45159565491,2829.41635472029,2407.0588323099
"ENSG00000003987",0,4.74434483992983,0,7.18623850442333,0,0,104.132410042909,0,0,16.9106356526221,122.352941622791
"ENSG00000003989",566.331495605343,746.048226078965,4.89573109455821,0,0,67.4276789837368,0.486600046929481,0,0,52.0669571409679,532.941178414656
"ENSG00000004059",1936.01470534715,1591.72769379646,1267.99435349058,2124.7311844745,2473.82588878418,2159.54153515803,1742.02816800754,2162.71278433724,2798.90423560671,2202.83280211787,2641.17648022274
"ENSG00000004139",1.04876202889878,0,1.63191036485274,0,0.673699860780004,483.128598956866,0,60.5037586402629,0,0,0
"ENSG00000004142",5416.85587926221,3651.95944053598,4778.23354828881,2714.00274183721,8193.53770680641,3670.78758797701,5258.6867071669,1726.13664356044,3749.78894972868,2448.48203580859,2094.11765469776
"ENSG00000004399",372.310520259068,190.959879807175,0,658.139676363436,1.34739972156001,0,53.0394051153135,920.606209898903,549.226319975897,46.2817396808604,85.8823532544588
"ENSG00000004455",1815.40707202379,3313.92487069098,2988.02787804536,2623.57590732322,1228.82854606273,3136.93357914247,1906.49898386971,2999.08827142323,2095.26909257709,1869.07025634244,2322.35294964797
"ENSG00000004468",3.14628608669635,2.37217241996491,1.63191036485274,1.19770641740389,0,633.449020911435,0,0,0.977271031985582,0,0
"ENSG00000004478",285.263271860469,736.559536399105,891.023059209593,165.882338810438,685.152758413264,703.969712692591,441.34624256504,584.869666855875,359.635739770694,145.52046995809,523.529413674441
"ENSG00000004487",1560.55789900139,1349.76610696004,13.0552829188219,501.838988892229,26.2742945704202,0.618602559483824,32.1156030973458,174.393186668993,766.180489076696,13.795518558718,469.411766418207
