"","GSM6765206","GSM6765207","GSM6765208","GSM6765209","GSM6765210","GSM6765211","GSM6765212","GSM6765213","GSM6765214","GSM6765215","GSM6765225","GSM6765240","GSM6765254","GSM6765268","GSM6765281","GSM6765294","GSM6765307","GSM6765321","GSM6765335","GSM6765349","GSM6765363","GSM6765379","GSM6765393","GSM6765408"
"ENSG00000000003",59.2230343397424,59.1702106653186,64.8659272730285,59.8948799349228,67.0905764782812,60.9860950524567,55.1131990536383,59.853215647369,61.7861934087644,63.6008376147174,61.586239921324,65.1879187715505,15.1400233620663,16.4079328706226,17.0685780560774,2.07826491906322,2.07617249047941,1.04150596460442,2.70413575018019,2.01251408811811,3.36589263777808,5.86085869714028,3.97835757552517,5.88150025298354
"ENSG00000000419",84.1590487985812,60.265955307269,74.4363099854425,86.1645641169065,79.476529058887,76.2326188155708,76.3105833050376,70.5412898701135,85.2223357362268,87.4511517202364,82.8614864395995,86.1806383759481,113.550175215498,146.577533644229,125.880763163571,250.430922747118,259.521561309927,199.969145204049,146.699364447276,140.875986168268,152.811525755125,278.390788114163,247.652759076442,236.240260161505
"ENSG00000000457",6.23400361470972,5.47872320975172,5.31687928467446,5.25393683639674,7.22513900535336,6.09860950524567,5.29934606284983,5.34403711137223,5.32639598351417,4.54291697247981,5.59874908375672,5.52439989589411,11.8957326416235,13.1263462964981,12.801433542058,14.5478544334425,16.6093799238353,10.4150596460442,6.76033937545049,4.69586620560892,6.05860674800055,14.6521467428507,14.9188409082194,17.6445007589506
"ENSG00000000460",4.15600240980648,4.38297856780138,3.19012757080468,4.20314946911739,5.1608135752524,4.06573967016378,4.23947685027987,4.27522968909779,5.32639598351417,4.54291697247981,5.59874908375672,3.31463993753646,4.32572096059038,4.37544876549937,4.26714451401935,6.23479475718965,6.22851747143824,7.29054175223096,4.73223756281534,3.35419014686351,4.71224969288931,4.88404891428357,7.95671515105034,4.90125021081961
"ENSG00000000971",1.03900060245162,0,0,1.05078736727935,1.03216271505048,0,0,1.06880742227445,0,1.13572924311995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980250042163923
"ENSG00000001036",352.221204231099,347.351051498259,360.484415500929,337.302744896671,314.809628090397,332.374218035889,332.798932746969,359.119293884214,350.476855715233,328.225751261667,328.086696308144,327.044473836931,28.1171862438375,25.1588304016214,28.8032254696306,3.11739737859483,7.26660371667795,3.12451789381327,21.6330860014416,24.82100708679,20.1953558266685,11.7217173942806,7.95671515105034,10.7827504638032
"ENSG00000001084",28.0530162661937,23.0106374809572,27.6477722803072,26.2696841819837,27.868393306363,27.4437427736055,27.5565995268191,24.5825707123123,24.5014215241652,29.5289603211188,26.8739956020323,26.5171195002917,52.9900817672322,55.7869717601169,51.2057341682322,42.6044308407959,43.5996223000677,44.7847564779902,56.110816816239,57.0212324966797,63.9519601177836,48.8404891428357,47.7402909063021,45.0915019395404
"ENSG00000001167",38.44302229071,31.77659461656,36.1547791357864,45.1838567930119,35.0935323117163,36.591657031474,38.1552916525188,39.5458746241545,37.2847718845992,39.7505235091984,43.6702428533024,41.9854392087952,40.012918885461,39.3790388894943,40.5378728831838,69.6218747886178,69.5517784310603,49.9922863010123,26.3653235642569,36.8960916154986,30.9662122675584,86.9360706742475,85.5346878737912,97.0447541742283
"ENSG00000001460",4.15600240980648,4.38297856780138,4.25350342773957,4.20314946911739,4.12865086020192,4.06573967016378,5.29934606284983,3.20642226682334,4.26111678681134,3.40718772935986,4.47899926700538,4.41951991671529,9.73287216132836,8.75089753099873,9.60107515654353,6.23479475718965,6.22851747143824,7.29054175223096,7.43637331299553,6.70838029372702,7.40496380311178,6.83766847999699,2.98376818164388,7.84200033731138
"ENSG00000001461",34.2870198809035,31.77659461656,34.0280274219166,29.4220462838217,25.804067876262,27.4437427736055,27.5565995268191,27.7889929791356,28.7625383109765,26.1217725917589,25.7542457852809,27.6219994794705,15.1400233620663,17.5017950619975,16.0017919275726,6.23479475718965,7.26660371667795,6.24903578762654,8.78844118808563,10.7334084699632,9.42449938577863,7.81447826285371,6.96212575716905,6.86175029514746
"ENSG00000001497",13.5070078318711,13.1489357034041,14.8872619970885,15.7618105091902,15.4824407257572,16.2629586806551,12.7184305508396,13.8944964895678,18.1097463439482,17.0359386467993,15.6764974345188,15.4683197085035,37.8500584051658,37.1913145067446,35.2039422406596,14.5478544334425,13.4951211881162,17.7056013982752,12.8446448133559,11.4042464993359,11.4440349684455,18.5593858742776,18.8971984837446,20.5852508854424
"ENSG00000001561",22.8580132539356,15.3404249873048,19.1407654248281,17.8633852437489,19.6110915859591,20.3286983508189,19.0776458262594,18.1697261786656,18.1097463439482,15.9002094036794,16.7962472512702,18.78295964604,0,0,0,0,0,0,0,0,0.673178527555616,0,0,0
"ENSG00000001617",4.15600240980648,3.28723392585103,3.19012757080468,3.15236210183804,3.09648814515144,3.04930475262283,4.23947685027987,3.20642226682334,3.1958375901085,3.40718772935986,3.35924945025403,3.31463993753646,105.980163534464,105.010770371985,101.34468220796,11.4304570548477,12.4570349428765,18.7471073628796,16.2248145010812,18.7834648224357,19.5221772991129,28.3274837028447,29.8376818164388,26.4667511384259
"ENSG00000001626",64.4180373520005,58.0744660233683,62.7391755591587,55.6917304658054,60.8976001879783,54.887485547211,59.3526759039181,59.853215647369,55.3945182285474,56.7864621559977,59.3467402878213,55.2439989589411,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000001629",34.2870198809035,27.3936160487586,36.1547791357864,32.5744083856598,33.0292068816154,34.5587871963921,28.6164687393891,29.9266078236845,33.0236550977879,31.8004188073587,31.3529948690377,35.3561593337223,44.3386398460514,43.7544876549937,41.6046590116886,39.4870334622011,48.7900535262662,47.9092743718035,68.2794276920499,64.4004508197794,58.5665318973386,37.1187717485551,39.7835757552517,36.2692515600651
"ENSG00000001630",449.887260861552,379.127646114819,428.540470344762,400.349986933431,428.347526745949,412.672576521623,425.007554240557,387.977094285624,400.544977960266,498.58513772966,491.57016955384,517.083830255688,158.970245301697,155.328431175227,153.617202504697,75.8566695458074,83.0468996191765,81.237465239145,141.291092946915,139.534310109522,136.65524109379,126.985271771373,114.377780296349,115.669504975343
"ENSG00000001631",14.5460084343227,12.0531910614538,13.8238861401536,12.6094484073522,14.4502780107067,16.2629586806551,13.7782997634096,13.8944964895678,13.8486295571369,17.0359386467993,15.6764974345188,17.6780796668611,18.3843140825091,18.5956572533723,18.1353641845822,17.6652518120373,20.7617249047941,18.7471073628796,25.0132556891668,25.4918451161627,28.2734981573359,20.513005439991,19.8917878776259,15.6840006746228
"ENSG00000002016",10.3900060245162,7.67021249365241,7.44363099854425,10.5078736727935,13.4181152956562,9.1479142578685,10.5986921256997,9.61926680047002,8.52223357362268,9.08583394495963,11.1974981675134,8.83903983343057,8.65144192118076,6.56317314824905,6.40071677102902,9.35219213578448,5.19043122619853,6.24903578762654,6.08430543790544,10.0625704405905,8.75132085822301,15.6289565257074,15.9134303021007,11.7630005059671
"ENSG00000002330",49.8720289176778,73.4148910106731,59.549047988354,65.1488167713195,58.8332747578774,56.9203553822929,59.3526759039181,53.4403711137223,66.0473101955758,59.0579206422376,59.3467402878213,51.9293590214046,57.3158027278226,54.6931095687421,46.9385896542128,11.4304570548477,8.30468996191765,13.5395775398575,38.5339344400678,54.3378803791889,51.1615680942268,23.4434347885611,16.908019695982,14.7037506324588
"ENSG00000002549",52.9890307250326,50.4042535297159,51.0420411328749,40.9807073238946,46.4473221772716,45.7395712893425,45.5743761405086,50.233948846899,47.9375638516276,53.3792744266378,51.5084915705619,53.0342390005834,43.2572096059038,40.4729010808691,39.471086754679,7.27392721672126,10.3808624523971,5.20752982302212,12.8446448133559,11.4042464993359,12.1172134960011,15.6289565257074,14.9188409082194,11.7630005059671
"ENSG00000002586",437.419253632132,476.6489192484,449.80798748346,439.229119522767,428.347526745949,423.853360614574,445.145069279386,457.449576733463,451.678379402002,416.812632225023,423.265430732008,415.434872171237,28.1171862438375,31.7220035498704,29.8700115981354,18.704384271569,15.5712936785956,16.6640954336708,47.9984095656984,46.2878240267165,43.7566042911151,18.5593858742776,15.9134303021007,17.6445007589506
"ENSG00000002587",1.03900060245162,1.09574464195034,0,0,0,0,1.05986921256997,0,1.06527919670283,0,0,0,1.0814302401476,1.09386219137484,1.06678612850484,1.03913245953161,0,0,1.3520678750901,0.670838029372703,0.673178527555616,0.976809782856713,0,0
"ENSG00000002726",2.07800120490324,3.28723392585103,2.12675171386979,3.15236210183804,2.06432543010096,3.04930475262283,3.1796076377099,3.20642226682334,4.26111678681134,2.27145848623991,3.35924945025403,3.31463993753646,0,0,0,0,0,0,0,0,0.673178527555616,0,0,0
"ENSG00000002745",0,0,0,1.05078736727935,1.03216271505048,1.01643491754094,1.05986921256997,0,0,0,1.11974981675134,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000002746",1.03900060245162,1.09574464195034,1.06337585693489,1.05078736727935,1.03216271505048,1.01643491754094,1.05986921256997,0,1.06527919670283,0,1.11974981675134,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000002822",10.3900060245162,12.0531910614538,12.7605102832187,11.5586610400728,10.3216271505048,9.1479142578685,11.6585613382696,9.61926680047002,11.7180711637312,10.2215631880796,11.1974981675134,9.94391981260939,10.814302401476,9.84475972237357,10.6678612850484,5.19566229765804,5.19043122619853,5.20752982302212,8.11240725054058,8.05005635247243,9.42449938577863,7.81447826285371,4.97294696940646,6.86175029514746
"ENSG00000002834",272.218157842325,296.946797968543,281.794602087747,267.950778656234,265.265817767973,262.240208725564,281.925210543611,281.096352058179,279.103149536143,278.253664564389,282.176953821339,272.905354857169,69.2115353694461,67.8194558652402,69.3410983528144,40.5261659217327,37.3711048286294,45.8262624425946,68.955461629595,71.7796691428792,73.3764595035622,42.9796304456954,39.7835757552517,49.0125021081961
"ENSG00000002919",12.4680072294194,16.4361696292552,14.8872619970885,15.7618105091902,17.5467661558582,12.1972190104913,12.7184305508396,17.1009187563911,13.8486295571369,14.7644801605594,13.4369978010161,11.0487997917882,28.1171862438375,30.6281413584956,27.7364393411258,22.8609141096954,17.647466169075,20.8301192920885,20.9570520638965,21.4668169399265,25.5807840471134,33.2115326171283,28.8430924225575,33.3285014335734
"ENSG00000002933",11.4290066269678,12.0531910614538,11.6971344262838,11.5586610400728,13.4181152956562,13.2136539280323,12.7184305508396,13.8944964895678,15.9791879505425,15.9002094036794,16.7962472512702,16.5731996876823,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000003056",78.9640457863231,74.5106356526234,73.3729341285076,68.3011788731576,76.3800409137356,75.2161838980299,75.2507140924676,74.8165195592112,68.1778685889814,62.4651083715975,71.6639882720861,62.9781588131928,82.1886982512172,84.2273887358628,87.4764625373966,121.578497765198,144.293988088319,134.354269433971,99.3769888191221,98.6131903177873,111.747635574232,103.541836982812,108.410243933061,108.807754680195
"ENSG00000003096",10.3900060245162,8.76595713560276,9.57038271241404,8.40629893823478,8.25730172040384,8.13147934032756,8.47895370055973,8.55045937819557,8.52223357362268,9.08583394495963,10.0777483507621,11.0487997917882,1.0814302401476,1.09386219137484,2.13357225700967,0,1.03808624523971,1.04150596460442,0,0.670838029372703,0,0,0.994589393881293,0
"ENSG00000003137",9.35100542206458,7.67021249365241,5.31687928467446,7.35551157095543,7.22513900535336,7.11504442278661,7.41908448798976,5.34403711137223,8.52223357362268,5.67864621559977,5.59874908375672,6.62927987507293,1.0814302401476,1.09386219137484,1.06678612850484,5.19566229765804,7.26660371667795,4.16602385841769,0.676033937545048,1.34167605874541,3.36589263777808,2.93042934857014,3.97835757552517,2.94075012649177
"ENSG00000003147",21.819012651484,19.7234035551062,18.0773895678932,19.9649599783076,20.6432543010096,19.3122634332779,20.1375150388294,20.3073410232145,22.3708631307595,22.7145848623991,20.1554967015242,19.8878396252188,10.814302401476,8.75089753099873,9.60107515654353,3.11739737859483,3.11425873571912,6.24903578762654,6.08430543790544,7.37921832309973,8.0781423306674,6.83766847999699,6.96212575716905,1.96050008432785
"ENSG00000003249",17.6630102416775,21.9148928390069,17.0140137109583,17.8633852437489,17.5467661558582,17.2793935981961,18.0177766136894,17.1009187563911,15.9791879505425,19.3073971330392,16.7962472512702,14.3634397293247,12.9771628817711,13.1263462964981,11.7346474135532,7.27392721672126,8.30468996191765,6.24903578762654,10.8165430007208,11.4042464993359,10.7708564408899,4.88404891428357,4.97294696940646,1.96050008432785
"ENSG00000003393",28.0530162661937,27.3936160487586,27.6477722803072,26.2696841819837,28.9005560214135,26.4273078560646,25.4368611016792,28.8578004014101,27.6972591142737,26.1217725917589,27.9937454187836,29.8317594378282,21.6286048029519,22.9711060188717,20.2689364415919,44.6826957598592,43.5996223000677,37.4942147257592,33.1256629397074,26.8335211749081,23.5612484644466,54.701347839976,46.7457015124208,52.9335022768518
"ENSG00000003400",8.31200481961296,7.67021249365241,8.50700685547914,8.40629893823478,7.22513900535336,7.11504442278661,7.41908448798976,8.55045937819557,6.39167518021701,6.81437545871972,6.71849890050807,7.73415985425175,9.73287216132836,7.65703533962389,8.53428902803869,2.07826491906322,2.07617249047941,2.08301192920885,2.02810181263515,1.34167605874541,2.69271411022247,1.95361956571343,3.97835757552517,3.92100016865569
"ENSG00000003402",33.2480192784518,29.5851053326593,31.9012757080468,29.4220462838217,31.9970441665649,32.5259173613102,29.6763379519591,32.0642226682334,30.8930967043822,29.5289603211188,30.2332450522863,29.8317594378282,16.2214536022139,16.4079328706226,17.0685780560774,13.5087219739109,12.4570349428765,13.5395775398575,12.8446448133559,13.416760587454,13.4635705511123,14.6521467428507,14.9188409082194,13.7235005902949
